,Label,Message,Vectors
4232,ham,my love ... i hope your not doing anything drastic. don't you dare sell your pc or your phone ...,"[0, 0, 0, 0, 0]"
4233,ham,now only i reached home. . . i am very tired now. . i will come tomorro,"[0, 0, 0, 0, 0]"
4234,spam,freemsg: our records indicate you may be entitled to 3750 pounds for the accident you had. to claim for free reply with yes to this msg. to opt out text stop,"[0, 1, 0, 0, 0]"
4235,spam,"u can win �100 of music gift vouchers every week starting now txt the word draw to 87066 tscs www.idew.com skillgame, 1winaweek, age16. 150ppermesssubscription","[0, 0, 0, 0, 1]"
4236,ham,life style garments account no please.,"[0, 0, 0, 0, 0]"
4237,ham,lol wtf random. btw is that your lunch break,"[0, 0, 0, 0, 0]"
4238,ham,"sez, hows u & de arab boy? hope u r all good give my love 2 evry1 love ya eshxxxxxxxxxxx","[0, 0, 1, 0, 0]"
4239,ham,"the lay man! just to let you know you are missed and thought off. do have a great day. and if you can send me bimbo and ugo's numbers, ill appreciate. safe","[0, 0, 0, 0, 0]"
4240,ham,detroit. the home of snow. enjoy it.,"[0, 0, 0, 0, 0]"
4241,spam,show ur colours! euro 2004 2-4-1 offer! get an england flag & 3lions tone on ur phone! click on the following service message for info!,"[0, 0, 0, 1, 0]"
4242,ham,okie...,"[0, 0, 0, 0, 0]"
4243,ham,"aight, i'm chillin in a friend's room so text me when you're on the way","[0, 0, 0, 0, 0]"
4244,ham,is toshiba portege m100 gd?,"[0, 0, 0, 0, 0]"
4245,ham,well welp is sort of a semiobscure internet thing,"[0, 0, 0, 0, 0]"
4246,spam,text pass to 69669 to collect your polyphonic ringtones. normal gprs charges apply only. enjoy your tones,"[0, 0, 0, 0, 0]"
4247,spam,"accordingly. i repeat, just text the word ok on your mobile phone and send","[0, 0, 0, 0, 0]"
4248,ham,loosu go to hospital. de dont let it careless.,"[0, 0, 0, 0, 0]"
4249,ham,how much for an eighth?,"[0, 0, 0, 0, 0]"
4250,ham,omg joanna is freaking me out. she's looked thru all my friends to find photos of me. and then she's asking about stuff on my myspace which i haven't even logged on in like a year. :/,"[0, 0, 0, 0, 0]"
4251,ham,"send ur birthdate with month and year, i will tel u ur life partner's name. and the method of calculation. reply must.","[0, 0, 0, 1, 0]"
4252,ham,juz now havent woke up so a bit blur blur... can? dad went out liao... i cant cum now oso...,"[0, 0, 0, 0, 0]"
4253,ham,"how about clothes, jewelry, and trips?","[0, 0, 0, 0, 0]"
4254,spam,block breaker now comes in deluxe format with new features and great graphics from t-mobile. buy for just �5 by replying get bbdeluxe and take the challenge,"[0, 0, 0, 0, 0]"
4255,ham,aah! a cuddle would be lush! i'd need lots of tea and soup before any kind of fumbling!,"[0, 0, 0, 0, 0]"
4256,spam,important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com there's a fantastic surprise awaiting you!,"[0, 0, 0, 0, 0]"
4257,ham,i am late. i will be there at,"[0, 0, 0, 0, 0]"
4258,ham,sad story of a man - last week was my b'day. my wife did'nt wish me. my parents forgot n so did my kids . i went to work. even my colleagues did not wish.,"[0, 0, 0, 0, 0]"
4259,ham,are you plans with your family set in stone ?,"[0, 0, 0, 0, 0]"
4260,ham,pls dont forget to study,"[0, 0, 0, 0, 0]"
4261,ham,you'll never believe this but i have actually got off at taunton. wow,"[0, 0, 0, 0, 0]"
4262,ham,"den only weekdays got special price... haiz... cant eat liao... cut nails oso muz wait until i finish drivin wat, lunch still muz eat wat... ","[0, 0, 0, 0, 0]"
4263,ham,she just broke down a list of reasons why nobody's in town and i can't tell if she's being sarcastic or just faggy,"[0, 0, 0, 0, 0]"
4264,ham,&lt;decimal&gt; m but its not a common car here so its better to buy from china or asia. or if i find it less expensive. i.ll holla,"[0, 0, 0, 0, 0]"
4265,ham,the greatest test of courage on earth is to bear defeat without losing heart....gn tc,"[0, 0, 0, 0, 0]"
4266,ham,sorry im stil fucked after last nite went tobed at 430 got up 4 work at 630,"[0, 0, 0, 0, 0]"
4267,ham,hey so whats the plan this sat?,"[0, 0, 0, 0, 0]"
4268,ham,beauty sleep can help ur pimples too.,"[0, 0, 0, 1, 0]"
4269,ham,great. hope you are using your connections from mode men also cos you can never know why old friends can lead you to today,"[0, 0, 0, 0, 0]"
4270,spam,natalja (25/f) is inviting you to be her friend. reply yes-440 or no-440 see her: www.sms.ac/u/nat27081980 stop? send stop frnd to 62468,"[0, 0, 0, 0, 0]"
4271,ham,where to get those?,"[0, 0, 0, 0, 0]"
4272,ham,"kind of. just missed train cos of asthma attack, nxt one in half hr so driving in. not sure where to park.","[0, 0, 0, 0, 0]"
4273,ham,ball is moving a lot.will spin in last :)so very difficult to bat:),"[0, 0, 0, 0, 0]"
4274,ham,haiyoh... maybe your hamster was jealous of million,"[0, 0, 0, 0, 0]"
4275,ham,can you please send me my aunty's number,"[0, 0, 0, 0, 0]"
4276,ham,i'm glad. you are following your dreams.,"[0, 0, 0, 0, 0]"
4277,ham,i've reached home finally...,"[0, 0, 0, 0, 0]"
4278,spam,"urgent. important information for 02 user. today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !","[0, 0, 1, 0, 0]"
4279,spam,winner!! as a valued network customer you have been selected to receivea �900 prize reward! to claim call 09061701461. claim code kl341. valid 12 hours only.,"[1, 0, 0, 0, 0]"
4280,ham,"wn u r hurt by d prsn who s close 2 u, do fight wit dem. coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation.. gud eveb-)","[0, 0, 1, 0, 0]"
4281,ham,u can call now...,"[1, 0, 0, 0, 0]"
4282,ham,"science tells that chocolate will melt under the sunlight. please don't walk under the sunlight. bcoz,i don't want to loss a sweet friend.","[0, 0, 0, 0, 0]"
4283,ham,yes. i come to nyc for audiitions and am trying to relocate.,"[0, 0, 0, 0, 0]"
4284,ham,i pocked you up there before,"[0, 0, 0, 0, 0]"
4285,ham,congrats. that's great. i wanted to tell you not to tell me your score cos it might make me relax. but its motivating me so thanks for sharing,"[0, 0, 0, 0, 0]"
4286,ham,i wud never mind if u dont miss me or if u dont need me.. but u wil really hurt me wen u need me &amp; u dont tell me......... take care:-),"[0, 0, 0, 0, 0]"
4287,ham,hey mr whats the name of that bill brison book the one about language and words,"[0, 0, 0, 0, 0]"
4288,ham,"okay, good, no problem, and thanx!","[0, 0, 0, 0, 0]"
4289,ham,"for you information, ikea is spelled with all caps. that is not yelling. when you thought i had left you, you were sitting on the bed among the mess when i came in. i said we were going after you got home from class. please don't try and bullshit me. it makes me want to listen to you less.","[0, 0, 0, 0, 0]"
4290,ham,call me when u're done...,"[1, 0, 0, 0, 0]"
4291,ham,g.w.r,"[0, 0, 0, 0, 0]"
4292,ham,you best watch what you say cause i get drunk as a motherfucker,"[0, 0, 0, 0, 0]"
4293,spam,kit strip - you have been billed 150p. netcollex ltd. po box 1013 ig11 oja,"[0, 0, 0, 0, 0]"
4294,spam,hmv bonus special 500 pounds of genuine hmv vouchers to be won. just answer 4 easy questions. play now! send hmv to 86688 more info:www.100percent-real.com,"[0, 0, 0, 0, 0]"
4295,spam,please call 08712402578 immediately as there is an urgent message waiting for you,"[1, 0, 0, 0, 0]"
4296,spam,thesmszone.com lets you send free anonymous and masked messages..im sending this message from there..do you see the potential for abuse???,"[0, 1, 0, 0, 0]"
4297,spam,"well done! your 4* costa del sol holiday or �5000 await collection. call 09050090044 now toclaim. sae, tcs, pobox334, stockport, sk38xh, cost�1.50/pm, max10mins","[1, 0, 0, 0, 0]"
4298,ham,hurt me... tease me... make me cry... but in the end of my life when i die plz keep one rose on my grave and say stupid i miss u.. have a nice day bslvyl,"[0, 0, 0, 0, 0]"
4299,ham,"erm... woodland avenue somewhere. do you get the parish magazine, his telephone number will be in there.","[0, 0, 0, 0, 0]"
4300,ham,are there ta jobs available? let me know please cos i really need to start working,"[0, 0, 0, 0, 0]"
4301,ham,aiyar hard 2 type. u later free then tell me then i call n scold n tell u.,"[1, 1, 1, 0, 0]"
4302,ham,yup i'm free...,"[0, 0, 0, 0, 0]"
4303,ham,"good good, billy mates all gone. just been jogging, again! did enjoy concert?","[0, 0, 0, 0, 0]"
4304,ham,yo come over carlos will be here soon,"[0, 0, 0, 0, 0]"
4305,ham,awww dat is sweet! we can think of something to do he he! have a nice time tonight ill probably txt u later cos im lonely :( xxx.,"[0, 0, 0, 0, 1]"
4306,ham,i guess it is useless calling u 4 something important.,"[0, 0, 0, 0, 0]"
4307,ham,ha ha - had popped down to the loo when you hello-ed me. hello!,"[0, 0, 0, 0, 0]"
4308,ham,he dint tell anything. he is angry on me that why you told to abi.,"[0, 0, 0, 0, 0]"
4309,spam,someone u know has asked our dating service 2 contact you! cant guess who? call 09058091854 now all will be revealed. po box385 m6 6wu,"[1, 0, 1, 0, 0]"
4310,ham,it so happens that there r 2waxsto do wat you want. she can come and ill get her medical insurance. and she'll be able to deliver and have basic care. i'm currently shopping for the right medical insurance for her. so just give me til friday morning. thats when i.ll see the major person that can guide me to the right insurance.,"[0, 0, 0, 0, 0]"
4311,ham,i keep ten rs in my shelf:) buy two egg.,"[0, 0, 0, 0, 0]"
4312,ham,"i wasn't well babe, i have swollen glands at my throat ... what did you end up doing ?","[0, 0, 0, 0, 0]"
4313,ham,is ur changes 2 da report big? cos i've already made changes 2 da previous report.,"[0, 0, 1, 1, 0]"
4314,ham,captain is in our room:),"[0, 0, 0, 0, 0]"
4315,ham,"i can't speak, bcaz mobile have problem. i can listen you but you cann't listen my voice. so i calls you later.","[0, 0, 0, 0, 0]"
4316,ham,hiya stu wot u up 2.im in so much truble at home at moment evone hates me even u! wot the hell av i done now? y wont u just tell me text bck please luv dan,"[0, 0, 0, 0, 0]"
4317,ham,s...i will take mokka players only:),"[0, 0, 0, 0, 0]"
4318,ham,are you still playing with gautham?,"[0, 0, 0, 0, 0]"
4319,ham,hey mr  and i are going to the sea view and having a couple of gays i mean games! give me a bell when ya finish,"[0, 0, 0, 0, 0]"
4320,ham,"k, jason says he's gonna be around so i'll be up there around  &lt;#&gt;","[0, 0, 0, 0, 0]"
4321,ham,sorry . i will be able to get to you. see you in the morning.,"[0, 0, 0, 0, 0]"
4322,ham,aight well keep me informed,"[0, 0, 0, 0, 0]"
4323,ham,i am not having her number sir,"[0, 0, 0, 0, 0]"
4324,ham,am only searching for good dual sim mobile pa.,"[0, 0, 0, 0, 0]"
4325,ham,that seems unnecessarily hostile,"[0, 0, 0, 0, 0]"
4326,ham,dude got a haircut. now its breezy up there,"[0, 0, 0, 0, 0]"
4327,spam,"congrats! 2 mobile 3g videophones r yours. call 09061744553 now! videochat wid ur mates, play java games, dload polyh music, noline rentl. bx420. ip4. 5we. 150pm","[1, 0, 1, 1, 0]"
4328,ham,1apple/day=no doctor. 1tulsi leaf/day=no cancer. 1lemon/day=no fat. 1cup milk/day=no bone problms 3 litres watr/day=no diseases snd ths 2 whom u care..:-),"[0, 0, 1, 0, 0]"
4329,ham,i thought we were doing a king of the hill thing there.,"[0, 0, 0, 0, 0]"
4330,ham,nope i'll come online now..,"[0, 0, 0, 0, 0]"
4331,ham,also tell him i said happy birthday,"[0, 0, 0, 0, 0]"
4332,ham,y bishan lei... i tot �_ say lavender?,"[0, 0, 0, 0, 0]"
4333,ham,boo what time u get out? u were supposed to take me shopping today. :(,"[0, 0, 0, 0, 0]"
4334,ham,"now u sound like manky scouse boy steve,like! i is travelling on da bus home.wot has u inmind 4 recreation dis eve?","[0, 0, 0, 0, 0]"
4335,ham,"fyi i'm taking a quick shower, be at epsilon in like  &lt;#&gt;  min","[0, 0, 0, 0, 0]"
4336,ham,on a tuesday night r u 4 real,"[0, 0, 0, 0, 0]"
4337,ham,yes when is the appt again?,"[0, 0, 0, 0, 0]"
4338,ham,just got outta class gonna go gym.,"[0, 0, 0, 0, 0]"
4339,ham,i want to sent  &lt;#&gt; mesages today. thats y. sorry if i hurts,"[0, 0, 0, 0, 0]"
4340,ham,�� all write or wat..,"[0, 0, 0, 0, 0]"
4341,ham,ha! i wouldn't say that i just didn't read anything into way u seemed. i don't like 2 be judgemental....i save that for fridays in the pub!,"[0, 0, 1, 0, 0]"
4342,ham,its a valentine game. . . send dis msg to all ur friends. . if 5 answers r d same then someone really loves u. . ques- which colour suits me the best?,"[0, 0, 0, 1, 0]"
4343,ham,hi:)did you asked to waheeda fathima about leave?,"[0, 0, 0, 0, 0]"
4344,ham,enjoy urself tmr...,"[0, 0, 0, 0, 0]"
4345,ham,you still around? i could use a half-8th,"[0, 0, 0, 0, 0]"
4346,spam,u 447801259231 have a secret admirer who is looking 2 make contact with u-find out who they r*reveal who thinks ur so special-call on 09058094597,"[0, 0, 1, 1, 0]"
4347,ham,you give us back my id proof and  &lt;#&gt;  rs. we wont allow you to work. we will come to your home within days,"[0, 0, 0, 0, 0]"
4348,ham,�� bot notes oredi... cos i juz rem i got...,"[0, 0, 0, 0, 0]"
4349,ham,yes. rent is very expensive so its the way we save.,"[0, 0, 0, 0, 0]"
4350,ham,"night has ended for another day, morning has come in a special way. may you smile like the sunny rays and leaves your worries at the blue blue bay. gud mrng","[0, 0, 0, 0, 0]"
4351,ham,hows the pain dear?y r u smiling?,"[0, 0, 0, 0, 0]"
4352,ham,"fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits","[0, 0, 1, 0, 0]"
4353,spam,important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com there's a fantastic surprise awaiting you!,"[0, 0, 0, 0, 0]"
4354,ham,"sorry, i can't help you on this.","[0, 0, 0, 0, 0]"
4355,ham,great. so should i send you my account number.,"[0, 0, 0, 0, 0]"
4356,ham,"hellogorgeous, hows u? my fone was on charge lst nitw wen u texd me. hopeu ad a nice wkend as im sure u did lookin 4ward 2 c-in u 2mrw luv jaz","[0, 0, 1, 0, 0]"
4357,spam,"our dating service has been asked 2 contact u by someone shy! call 09058091870 now all will be revealed. pobox84, m26 3uz 150p","[1, 0, 1, 0, 0]"
4358,ham,�� only send me the contents page...,"[0, 0, 0, 0, 0]"
4359,ham,"night sweet, sleep well! i've just been to see the exorcism of emily rose and may never sleep again! hugs and snogs! ","[0, 0, 0, 0, 0]"
4360,ham,"don't think about \what u have got\"" think about \""how to use it that you have got\"" good ni8""","[0, 0, 0, 0, 0]"
4361,ham,"i can't right this second, gotta hit people up first","[0, 0, 0, 0, 0]"
4362,ham,"evry emotion dsn't hav words.evry wish dsn't hav prayrs.. if u smile,d world is wit u.othrwise even d drop of tear dsn't lik 2 stay wit u.so b happy.. good morning, keep smiling:-)","[0, 0, 1, 0, 0]"
4363,ham,so what about you. what do you remember,"[0, 0, 0, 0, 0]"
4364,ham,ujhhhhhhh computer shipped out with address to sandiago and parantella lane. wtf. poop.,"[0, 0, 0, 0, 0]"
4365,ham,mm yes dear look how i am hugging you both. :-p,"[0, 0, 0, 0, 0]"
4366,ham,i like dis sweater fr mango but no more my size already so irritating.,"[0, 0, 0, 0, 0]"
4367,ham,1 i don't have her number and 2 its gonna be a massive pain in the ass and i'd rather not get involved if that's possible,"[0, 0, 1, 0, 0]"
4368,ham,anytime lor...,"[0, 0, 0, 0, 0]"
4369,spam,do you want a new video handset? 750 any time any network mins? unlimited text? camcorder? reply or call now 08000930705 for del sat am,"[1, 0, 0, 0, 0]"
4370,ham,purity of friendship between two is not about smiling after reading the forwarded message..its about smiling just by seeing the name. gud evng,"[0, 0, 0, 0, 0]"
4371,spam,"ur balance is now �600. next question: complete the landmark, big, a. bob, b. barry or c. ben ?. text a, b or c to 83738. good luck!","[0, 0, 0, 1, 0]"
4372,ham,me fine..absolutly fine,"[0, 0, 0, 0, 0]"
4373,ham,k and you're sure i don't have to have consent forms to do it :v,"[0, 0, 0, 0, 0]"
4374,spam,ur tonexs subscription has been renewed and you have been charged �4.50. you can choose 10 more polys this month. www.clubzed.co.uk *billing msg*,"[0, 0, 0, 1, 0]"
4375,spam,"if you don't, your prize will go to another customer. t&c at www.t-c.biz 18+ 150p/min polo ltd suite 373 london w1j 6hl please call back if busy","[1, 0, 0, 0, 0]"
4376,ham,how much is torch in 9ja.,"[0, 0, 0, 0, 0]"
4377,ham,"doing nothing, then u not having dinner w us?","[0, 0, 0, 0, 0]"
4378,ham,how are you. just checking up on you,"[0, 0, 0, 0, 0]"
4379,ham,done it but internet connection v slow and can���t send it. will try again later or first thing tomo.,"[0, 0, 0, 0, 0]"
4380,ham,mathews or tait or edwards or anderson,"[0, 0, 0, 0, 0]"
4381,ham,yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for .by the way who is this? dont know number. joke,"[0, 0, 0, 0, 0]"
4382,ham,no need lar i go engin? cos my sis at arts today...,"[0, 0, 0, 0, 0]"
4383,ham,thanks honey but still haven't heard anything i will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!,"[0, 0, 1, 0, 0]"
4384,spam,do you want a new nokia 3510i colour phone delivered tomorrow? with 200 free minutes to any mobile + 100 free text + free camcorder reply or call 8000930705,"[1, 1, 0, 0, 0]"
4385,ham,", im .. on the snowboarding trip. i was wondering if your planning to get everyone together befor we go..a meet and greet kind of affair? cheers, ","[0, 0, 0, 0, 0]"
4386,ham,s.i'm watching it in live..,"[0, 0, 0, 0, 0]"
4387,ham,"see you then, we're all christmassy here!","[0, 0, 0, 0, 0]"
4388,ham,"k i'm ready,  &lt;#&gt; ?","[0, 0, 0, 0, 0]"
4389,ham,"do you know why god created gap between your fingers..? so that, one who is made for you comes &amp; fills those gaps by holding your hand with love..!","[0, 0, 0, 0, 0]"
4390,ham,the greatest test of courage on earth is to bear defeat without losing heart....gn tc,"[0, 0, 0, 0, 0]"
4391,ham,what are your new years plans?,"[0, 0, 0, 0, 0]"
4392,spam,recpt 1/3. you have ordered a ringtone. your order is being processed...,"[0, 0, 0, 0, 0]"
4393,ham,baaaaaaaabe! wake up ! i miss you ! i crave you! i need you!,"[0, 0, 0, 0, 0]"
4394,ham,"only just got this message, not ignoring you. yes, i was. shopping that is","[0, 0, 0, 0, 0]"
4395,ham,dear :-/ why you mood off. i cant drive so i brother to drive,"[0, 0, 0, 0, 0]"
4396,ham,when did dad get back.,"[0, 0, 0, 0, 0]"
4397,ham,"can you tell shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she can transfer there. she should ask someone to check sagamu for the same thing and lautech. its vital she completes her medical education in nigeria. its less expensive much less expensive. unless she will be getting citizen rates in new zealand.","[0, 0, 0, 0, 0]"
4398,ham,yes just finished watching days of our lives. i love it.,"[0, 0, 0, 0, 0]"
4399,ham,juz go google n search 4 qet...,"[0, 0, 0, 0, 0]"
4400,ham,many times we lose our best ones bcoz we are,"[0, 0, 0, 0, 0]"
4401,ham,"good friends care for each other.. close friends understand each other... and true friends stay forever beyond words, beyond time. gud ni8","[0, 0, 0, 0, 0]"
4402,ham,just getting back home,"[0, 0, 0, 0, 0]"
4403,ham,"sorry, i'll call later  &lt;#&gt; mins","[1, 0, 0, 0, 0]"
4404,ham,dun need to use dial up juz open da browser n surf...,"[0, 0, 0, 0, 0]"
4405,spam,as one of our registered subscribers u can enter the draw 4 a 100 g.b. gift voucher by replying with enter. to unsubscribe text stop,"[0, 0, 0, 0, 0]"
4406,ham,"awesome, plan to get here any time after like  &lt;#&gt; , i'll text you details in a wee bit","[0, 0, 0, 0, 0]"
4407,ham,take care and sleep well.you need to learn to change in life.you only need to get convinced on that.i will wait but no more conversations between us.get convinced by that time.your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.,"[0, 0, 0, 0, 0]"
4408,spam,"for your chance to win a free bluetooth headset then simply reply back with \adp\""""","[0, 1, 0, 0, 0]"
4409,ham,you also didnt get na hi hi hi hi hi,"[0, 0, 0, 0, 0]"
4410,ham,ya but it cant display internal subs so i gotta extract them,"[0, 0, 0, 0, 0]"
4411,ham,if i said anything wrong sorry de:-),"[0, 0, 0, 0, 0]"
4412,ham,sad story of a man - last week was my b'day. my wife did'nt wish me. my parents forgot n so did my kids . i went to work. even my colleagues did not wish.,"[0, 0, 0, 0, 0]"
4413,ham,how stupid to say that i challenge god.you dont think at all on what i write instead you respond immed.,"[0, 0, 0, 0, 0]"
4414,ham,"yeah i should be able to, i'll text you when i'm ready to meet up","[0, 0, 0, 0, 0]"
4415,ham,v skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; if i dont make it hav gd night,"[0, 0, 0, 0, 0]"
4416,ham," says that he's quitting at least5times a day so i wudn't take much notice of that. nah, she didn't mind. are you gonna see him again? do you want to come to taunton tonight? u can tell me all about !","[0, 0, 0, 0, 0]"
4417,ham,"when you get free, call me","[1, 0, 0, 0, 0]"
4418,ham,how have your little darlings been so far this week? need a coffee run tomo?can't believe it's that time of week already ��_,"[0, 0, 0, 0, 0]"
4419,ham,ok i msg u b4 i leave my house.,"[0, 0, 0, 0, 0]"
4420,ham,still at west coast... haiz... ��'ll take forever to come back...,"[0, 0, 0, 0, 0]"
4421,ham,mmm ... fuck .... merry christmas to me,"[0, 0, 0, 0, 0]"
4422,ham,alright. thanks for the advice. enjoy your night out. i'ma try to get some sleep...,"[0, 0, 0, 0, 0]"
4423,ham,update your face book status frequently :),"[0, 0, 0, 0, 0]"
4424,ham,just now saw your message.it k da:),"[0, 0, 0, 0, 0]"
4425,ham,was it something u ate?,"[0, 0, 0, 0, 0]"
4426,ham,so what did the bank say about the money?,"[0, 0, 0, 0, 0]"
4427,ham,aiyar dun disturb u liao... thk u have lots 2 do aft ur cupboard come...,"[0, 0, 1, 1, 0]"
4428,ham,hey they r not watching movie tonight so i'll prob b home early...,"[0, 0, 0, 0, 0]"
4429,ham,yar lor... how u noe? u used dat route too?,"[0, 0, 0, 0, 0]"
4430,ham,2mro i am not coming to gym machan. goodnight.,"[0, 0, 0, 0, 0]"
4431,ham,dont think you need yellow card for uk travel. ask someone that has gone before. if you do its just  &lt;#&gt; bucks,"[0, 0, 0, 0, 0]"
4432,ham,can u look 4 me in da lib i got stuff havent finish yet.,"[0, 0, 0, 0, 0]"
4433,ham,sounds great! im going to sleep now. have a good night!,"[0, 0, 0, 0, 0]"
4434,spam,don't b floppy... b snappy & happy! only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324,"[1, 0, 1, 0, 0]"
4435,ham,"house-maid is the murderer, coz the man was murdered on  &lt;#&gt; th january.. as public holiday all govt.instituitions are closed,including post office..understand?","[0, 0, 0, 0, 0]"
4436,ham,how come u got nothing to do?,"[0, 0, 0, 0, 0]"
4437,ham,nothing will ever be easy. but don't be looking for a reason not to take a risk on life and love,"[0, 0, 0, 0, 0]"
4438,ham,i want to grasp your pretty booty :),"[0, 0, 0, 0, 0]"
4439,ham,i've got it down to a tea. not sure which flavour,"[0, 0, 0, 0, 0]"
4440,ham,i'm going 2 orchard now laready me reaching soon. u reaching?,"[0, 0, 1, 0, 0]"
4441,ham,dear i am not denying your words please,"[0, 0, 0, 0, 0]"
4442,ham,you know my old dom i told you about yesterday ? his name is roger? he got in touch with me last night and wants me to meet him today at 2 pm,"[0, 0, 1, 0, 0]"
4443,ham,come back to tampa ffffuuuuuuu,"[0, 0, 0, 0, 0]"
4444,ham,"2 celebrate my b��day, y else?","[0, 0, 1, 0, 0]"
4445,ham,merry christmas to u too annie!,"[0, 0, 0, 0, 0]"
4446,ham,please tell me you have some of that special stock you were talking about,"[0, 0, 0, 0, 0]"
4447,ham,i sent them. do you like?,"[0, 0, 0, 0, 0]"
4448,spam,"urgent ur awarded a complimentary trip to eurodisinc trav, aco&entry41 or �1000. to claim txt dis to 87121 18+6*�1.50(morefrmmob. shracomorsglsuplt)10, ls1 3aj","[0, 0, 0, 1, 1]"
4449,ham,"awesome, be there in a minute","[0, 0, 0, 0, 0]"
4450,ham,"and that is the problem. you walk around in \julianaland\"" oblivious to what is going on around you. i say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. it's not that you don't know why i'm upset--it's that you don't listen when i tell you what is going to upset me. then you want to be surprised when i'm mad.""","[0, 0, 0, 0, 0]"
4451,ham,i've told you everything will stop. just dont let her get dehydrated.,"[0, 0, 0, 0, 0]"
4452,ham,or i guess  &lt;#&gt;  min,"[0, 0, 0, 0, 0]"
4453,ham,i'm home. ard wat time will u reach?,"[0, 0, 0, 0, 0]"
4454,ham,"storming msg: wen u lift d phne, u say \hello\"" do u knw wt is d real meaning of hello?? . . . it's d name of a girl..! . . . yes.. and u knw who is dat girl?? \""margaret hello\"" she is d girlfrnd f grahmbell who invnted telphone... . . . . moral:one can 4get d name of a person","[0, 0, 0, 0, 0]"
4455,ham,"if you want to mapquest it or something look up \usf dogwood drive\""","[0, 0, 0, 0, 0]"
4456,ham,aight should i just plan to come up later tonight?,"[0, 0, 0, 0, 0]"
4457,ham,die... i accidentally deleted e msg i suppose 2 put in e sim archive. haiz... i so sad...,"[0, 0, 1, 0, 0]"
4458,spam,"welcome to uk-mobile-date this msg is free giving you free calling to 08719839835. future mgs billed at 150p daily. to cancel send \go stop\"" to 89123""","[0, 1, 0, 0, 0]"
4459,ham,this is wishing you a great day. moji told me about your offer and as always i was speechless. you offer so easily to go to great lengths on my behalf and its stunning. my exam is next friday. after that i will keep in touch more. sorry.,"[0, 0, 0, 0, 0]"
4460,ham,"thanks again for your reply today. when is ur visa coming in. and r u still buying the gucci and bags. my sister things are not easy, uncle john also has his own bills so i really need to think about how to make my own money. later sha.","[0, 0, 0, 1, 0]"
4461,ham,"sorry i flaked last night, shit's seriously goin down with my roommate, what you up to tonight?","[0, 0, 0, 0, 0]"
4462,ham,he said i look pretty wif long hair wat. but i thk he's cutting quite short 4 me leh.,"[0, 0, 0, 0, 0]"
4463,ham,ranjith cal drpd deeraj and deepak 5min hold,"[0, 0, 0, 0, 0]"
4464,ham,"\cheers for callin babe.sozi culdnt talkbut i wannatell u details later wenwecan chat properly x\""""","[0, 0, 0, 0, 0]"
4465,ham,hey u still at the gym?,"[0, 0, 0, 0, 0]"
4466,ham,"she said,'' do u mind if i go into the bedroom for a minute ? '' ''ok'', i sed in a sexy mood. she came out 5 minuts latr wid a cake...n my wife,","[0, 0, 0, 0, 0]"
4467,ham,much better now thanks lol,"[0, 0, 0, 0, 0]"
4468,ham,"nothing, smsing u n xy lor. sorry lor da guys neva c u in person but they sort of know u lor. so u wan 2 meet them xy ask me 2 bring u along 4 our next meeting.","[0, 0, 1, 0, 0]"
4469,ham,"lemme know when i can swing by and pick up, i'm free basically any time after 1 all this semester","[0, 1, 0, 0, 0]"
4470,ham,wa... u so efficient... gee... thanx...,"[0, 0, 0, 0, 0]"
4471,spam,3. you have received your mobile content. enjoy,"[0, 0, 0, 0, 0]"
4472,ham,s but not able to sleep.,"[0, 0, 0, 0, 0]"
4473,spam,want explicit sex in 30 secs? ring 02073162414 now! costs 20p/min,"[0, 0, 0, 0, 0]"
4474,ham,we will meet soon princess! ttyl!,"[0, 0, 0, 0, 0]"
4475,ham,i'll pick you up at about 5.15pm to go to taunton if you still want to come.,"[0, 0, 0, 0, 0]"
4476,ham,oh :-)only 4 outside players allowed to play know,"[0, 0, 0, 0, 0]"
4477,ham,i anything lor.,"[0, 0, 0, 0, 0]"
4478,ham,erutupalam thandiyachu,"[0, 0, 0, 0, 0]"
4479,ham,"y cant u try new invention to fly..i'm not joking.,","[0, 0, 0, 0, 0]"
4480,ham,no..its ful of song lyrics..,"[0, 0, 0, 0, 0]"
4481,ham,"what do u reckon as need 2 arrange transport if u can't do it, thanks","[0, 0, 1, 0, 0]"
4482,ham,true lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.,"[0, 0, 0, 0, 0]"
4483,ham,shopping? eh ger i toking abt syd leh...haha,"[0, 0, 0, 0, 0]"
